områdetype;område;vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;Alle;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;< 5,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 5,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 24,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;Alle;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;Alle;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;< 5,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 5,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 24,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;Alle;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;Alle;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;Alle;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;< 5,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 5,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 24,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;Alle;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;Alle;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;< 5,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;Alle;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Helgedøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Kristiansand og omegn;E+R;Alle;Alle;Januar;2,752;54,990;4030453;3922499;3.108;2.389
By;Kristiansand og omegn;E+R;Alle;< 5,6m;Januar;4,802;31,090;1884112;1797790;1.669;2.072
By;Kristiansand og omegn;E+R;Alle;>= 5,6m;Januar;1,501;31,090;297843;293439;6.186;7.681
By;Kristiansand og omegn;E+R;Alle;5,6m - 7,6m;Januar;1,161;31,090;70856;70043;9.376;11.642
By;Kristiansand og omegn;E+R;Alle;7,6m - 12,5m;Januar;-0,301;31,090;103047;103358;4.474;5.555
By;Kristiansand og omegn;E+R;Alle;12,5m - 16,0m;Januar;3,619;31,090;44606;43048;12.631;15.684
By;Kristiansand og omegn;E+R;Alle;16,0m - 24,0m;Januar;3,141;31,090;78863;76461;4.939;6.132
By;Kristiansand og omegn;E+R;Alle;>= 24,0m;Januar;-10,964;31,090;471;529;33.205;41.229
By;Kristiansand og omegn;E+R;Yrkesdøgn;Alle;Januar;1,365;54,920;3217209;3173870;4.790;3.682
By;Kristiansand og omegn;E+R;Yrkesdøgn;< 5,6m;Januar;4,582;31,080;1491615;1426264;2.065;2.563
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;Januar;1,959;31,080;265391;260291;6.270;7.785
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;Januar;1,456;31,080;62774;61873;9.363;11.626
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;Januar;0,728;31,080;90455;89801;4.510;5.599
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;Januar;3,334;31,080;39523;38248;12.918;16.039
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;Januar;3,310;31,080;72200;69887;5.113;6.349
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;Januar;-8,921;31,080;439;482;32.666;40.560
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;Januar;8,631;55,150;813244;748629;6.237;4.794
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;Januar;5,645;31,110;392497;371526;1.344;1.668
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;Januar;-2,100;31,110;32452;33148;5.938;7.373
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;Januar;-1,077;31,110;8082;8170;9.918;12.315
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;Januar;-7,118;31,110;12592;13557;4.854;6.027
By;Kristiansand og omegn;E+R;Helgedøgn;12,5m - 16,0m;Januar;5,896;31,110;5083;4800;13.047;16.201
By;Kristiansand og omegn;E+R;Helgedøgn;16,0m - 24,0m;Januar;1,354;31,110;6663;6574;3.351;4.160
By;Kristiansand og omegn;E+R;Helgedøgn;>= 24,0m;Januar;-31,915;31,110;32;47;31.196;38.735
By;Kristiansand og omegn;E+R;Alle;Alle;Februar;4,159;60,460;4851438;4657718;1.630;1.166
By;Kristiansand og omegn;E+R;Alle;< 5,6m;Februar;4,156;47,950;3720479;3572022;1.425;1.191
By;Kristiansand og omegn;E+R;Alle;>= 5,6m;Februar;5,901;47,950;482171;455304;3.532;2.953
By;Kristiansand og omegn;E+R;Alle;5,6m - 7,6m;Februar;2,889;47,950;126002;122464;4.351;3.637
By;Kristiansand og omegn;E+R;Alle;7,6m - 12,5m;Februar;5,797;47,950;165468;156402;3.430;2.868
By;Kristiansand og omegn;E+R;Alle;12,5m - 16,0m;Februar;8,650;47,950;57965;53350;8.853;7.401
By;Kristiansand og omegn;E+R;Alle;16,0m - 24,0m;Februar;7,850;47,950;131475;121905;2.894;2.420
By;Kristiansand og omegn;E+R;Alle;>= 24,0m;Februar;6,593;47,950;1261;1183;13.126;10.973
By;Kristiansand og omegn;E+R;Yrkesdøgn;Alle;Februar;3,782;61,050;3893458;3751590;1.584;1.133
By;Kristiansand og omegn;E+R;Yrkesdøgn;< 5,6m;Februar;3,669;48,300;2937013;2833072;1.455;1.217
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;Februar;5,095;48,300;429986;409142;3.522;2.944
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;Februar;2,343;48,300;111038;108496;4.574;3.824
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;Februar;3,868;48,300;145414;139999;3.055;2.554
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;Februar;8,452;48,300;51300;47302;9.104;7.611
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;Februar;7,845;48,300;121083;112275;2.952;2.468
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;Februar;7,570;48,300;1151;1070;12.706;10.623
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;Februar;5,722;59,030;957980;906128;2.162;1.546
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;Februar;6,024;47,110;783466;738950;1.552;1.298
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;Februar;13,048;47,110;52185;46162;4.156;3.475
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;Februar;7,131;47,110;14964;13968;5.819;4.865
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;Februar;22,258;47,110;20054;16403;6.636;5.548
By;Kristiansand og omegn;E+R;Helgedøgn;12,5m - 16,0m;Februar;10,202;47,110;6665;6048;9.591;8.018
By;Kristiansand og omegn;E+R;Helgedøgn;16,0m - 24,0m;Februar;7,913;47,110;10392;9630;4.879;4.079
By;Kristiansand og omegn;E+R;Helgedøgn;>= 24,0m;Februar;-2,655;47,110;110;113;26.161;21.871
By;Kristiansand og omegn;E+R;Alle;Alle;Mars;-19,087;62,460;4379266;5412334;2.892;2.069
By;Kristiansand og omegn;E+R;Alle;< 5,6m;Mars;-21,558;49,600;3249093;4142033;2.083;1.741
By;Kristiansand og omegn;E+R;Alle;>= 5,6m;Mars;-0,538;49,600;539498;542418;3.075;2.571
By;Kristiansand og omegn;E+R;Alle;5,6m - 7,6m;Mars;-12,564;49,600;128717;147213;3.872;3.237
By;Kristiansand og omegn;E+R;Alle;7,6m - 12,5m;Mars;4,256;49,600;204376;196033;2.994;2.503
By;Kristiansand og omegn;E+R;Alle;12,5m - 16,0m;Mars;-3,309;49,600;58503;60505;8.672;7.250
By;Kristiansand og omegn;E+R;Alle;16,0m - 24,0m;Mars;6,673;49,600;146534;137368;2.243;1.876
By;Kristiansand og omegn;E+R;Alle;>= 24,0m;Mars;5,312;49,600;1368;1299;17.003;14.215
By;Kristiansand og omegn;E+R;Yrkesdøgn;Alle;Mars;-14,744;62,450;3552004;4166259;3.333;2.384
By;Kristiansand og omegn;E+R;Yrkesdøgn;< 5,6m;Mars;-17,300;49,570;2594437;3137150;2.106;1.761
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 5,6m;Mars;2,687;49,570;481844;469235;3.770;3.152
By;Kristiansand og omegn;E+R;Yrkesdøgn;5,6m - 7,6m;Mars;-8,373;49,570;114276;124719;4.249;3.553
By;Kristiansand og omegn;E+R;Yrkesdøgn;7,6m - 12,5m;Mars;8,190;49,570;179700;166097;3.929;3.284
By;Kristiansand og omegn;E+R;Yrkesdøgn;12,5m - 16,0m;Mars;-0,964;49,570;52084;52591;9.312;7.785
By;Kristiansand og omegn;E+R;Yrkesdøgn;16,0m - 24,0m;Mars;7,904;49,570;134514;124661;2.521;2.108
By;Kristiansand og omegn;E+R;Yrkesdøgn;>= 24,0m;Mars;8,826;49,570;1270;1167;16.090;13.452
By;Kristiansand og omegn;E+R;Helgedøgn;Alle;Mars;-33,611;62,470;827262;1246075;2.631;1.882
By;Kristiansand og omegn;E+R;Helgedøgn;< 5,6m;Mars;-34,853;49,680;654656;1004883;3.602;3.011
By;Kristiansand og omegn;E+R;Helgedøgn;>= 5,6m;Mars;-21,219;49,680;57654;73183;2.958;2.473
By;Kristiansand og omegn;E+R;Helgedøgn;5,6m - 7,6m;Mars;-35,801;49,680;14441;22494;6.235;5.212
By;Kristiansand og omegn;E+R;Helgedøgn;7,6m - 12,5m;Mars;-17,571;49,680;24676;29936;4.367;3.651
