områdetype;område;vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;Alle;Juli;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;< 5,6m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Bergen;R;Alle;Alle;August;-;0,000;0;0;-;-
By;Bergen;R;Alle;< 5,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 5,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Alle;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Alle;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Bergen;R;Alle;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Alle;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 24,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;Alle;August;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;Alle;August;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Bergen;R;Alle;Alle;September;-;0,000;0;0;-;-
By;Bergen;R;Alle;< 5,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 5,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Alle;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Alle;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Bergen;R;Alle;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Alle;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 24,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;Alle;September;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;Alle;September;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Bergen;R;Alle;Alle;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Alle;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Alle;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Alle;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Alle;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Alle;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Bergen;R;Alle;Alle;November;-;0,000;0;0;-;-
By;Bergen;R;Alle;< 5,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 5,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Alle;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Alle;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Bergen;R;Alle;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Alle;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 24,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;Alle;November;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;Alle;November;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Bergen;R;Alle;Alle;Desember;-;0,000;0;0;-;-
By;Bergen;R;Alle;< 5,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Alle;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Alle;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Alle;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Alle;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Alle;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;Alle;Desember;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Yrkesdøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;Alle;Desember;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Helgedøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Bergen;R;Alle;Alle;Januar;1,177;70,120;2540842;2511282;9.987;12.401
By;Bergen;R;Alle;< 5,6m;Januar;1,555;77,690;1918981;1889589;11.088;17.643
By;Bergen;R;Alle;>= 5,6m;Januar;1,246;77,690;224951;222182;16.879;26.858
By;Bergen;R;Alle;5,6m - 7,6m;Januar;-2,191;77,690;70709;72293;19.869;31.616
By;Bergen;R;Alle;7,6m - 12,5m;Januar;-4,705;77,690;74372;78044;12.548;19.967
By;Bergen;R;Alle;12,5m - 16,0m;Januar;15,064;77,690;57798;50231;19.864;31.607
By;Bergen;R;Alle;16,0m - 24,0m;Januar;2,084;77,690;22043;21593;14.393;22.903
By;Bergen;R;Alle;>= 24,0m;Januar;38,095;77,690;29;21;27.100;43.122
By;Bergen;R;Yrkesdøgn;Alle;Januar;0,880;70,080;2016224;1998640;10.785;13.391
By;Bergen;R;Yrkesdøgn;< 5,6m;Januar;1,040;77,520;1499091;1483654;12.109;19.269
By;Bergen;R;Yrkesdøgn;>= 5,6m;Januar;1,715;77,520;202915;199493;17.055;27.139
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;Januar;-1,404;77,520;63884;64794;20.337;32.361
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;Januar;-3,215;77,520;68513;70789;12.872;20.482
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;Januar;14,206;77,520;49577;43410;20.398;32.458
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;Januar;2,114;77,520;20912;20479;14.477;23.036
By;Bergen;R;Yrkesdøgn;>= 24,0m;Januar;38,095;77,520;29;21;27.100;43.122
By;Bergen;R;Helgedøgn;Alle;Januar;2,336;70,240;524618;512642;6.866;8.525
By;Bergen;R;Helgedøgn;< 5,6m;Januar;3,438;78,100;419890;405935;7.170;11.410
By;Bergen;R;Helgedøgn;>= 5,6m;Januar;-2,878;78,100;22036;22689;16.414;26.119
By;Bergen;R;Helgedøgn;5,6m - 7,6m;Januar;-8,988;78,100;6825;7499;16.112;25.638
By;Bergen;R;Helgedøgn;7,6m - 12,5m;Januar;-19,242;78,100;5859;7255;13.174;20.962
By;Bergen;R;Helgedøgn;12,5m - 16,0m;Januar;20,525;78,100;8221;6821;19.962;31.764
By;Bergen;R;Helgedøgn;16,0m - 24,0m;Januar;1,526;78,100;1131;1114;18.208;28.973
By;Bergen;R;Helgedøgn;>= 24,0m;Januar;0,000;78,100;0;0;-;-
By;Bergen;R;Alle;Alle;Februar;-0,808;69,980;2353265;2372437;11.338;14.078
By;Bergen;R;Alle;< 5,6m;Februar;-1,375;77,770;1768552;1793201;12.982;20.657
By;Bergen;R;Alle;>= 5,6m;Februar;3,232;77,770;211769;205139;18.622;29.632
By;Bergen;R;Alle;5,6m - 7,6m;Februar;0,711;77,770;68724;68239;16.350;26.016
By;Bergen;R;Alle;7,6m - 12,5m;Februar;-5,341;77,770;70453;74428;12.450;19.811
By;Bergen;R;Alle;12,5m - 16,0m;Februar;21,374;77,770;52191;43000;29.172;46.419
By;Bergen;R;Alle;16,0m - 24,0m;Februar;4,792;77,770;20380;19448;17.395;27.679
By;Bergen;R;Alle;>= 24,0m;Februar;-12,500;77,770;21;24;64.536;102.691
By;Bergen;R;Yrkesdøgn;Alle;Februar;-0,068;69,880;1856439;1857694;11.529;14.316
By;Bergen;R;Yrkesdøgn;< 5,6m;Februar;-0,693;77,580;1371032;1380593;13.215;21.027
By;Bergen;R;Yrkesdøgn;>= 5,6m;Februar;4,246;77,580;190857;183084;18.289;29.101
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;Februar;1,722;77,580;61674;60630;16.426;26.138
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;Februar;-3,279;77,580;64870;67069;12.926;20.568
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;Februar;21,832;77,580;44700;36690;28.240;44.937
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;Februar;4,927;77,580;19594;18674;17.012;27.070
By;Bergen;R;Yrkesdøgn;>= 24,0m;Februar;-9,524;77,580;19;21;70.479;112.148
By;Bergen;R;Helgedøgn;Alle;Februar;-3,481;70,240;496826;514743;10.786;13.393
By;Bergen;R;Helgedøgn;< 5,6m;Februar;-3,657;78,230;397520;412608;12.315;19.596
By;Bergen;R;Helgedøgn;>= 5,6m;Februar;-5,182;78,230;20912;22055;22.377;35.607
By;Bergen;R;Helgedøgn;5,6m - 7,6m;Februar;-7,347;78,230;7050;7609;15.979;25.427
By;Bergen;R;Helgedøgn;7,6m - 12,5m;Februar;-24,134;78,230;5583;7359;9.828;15.638
By;Bergen;R;Helgedøgn;12,5m - 16,0m;Februar;18,716;78,230;7491;6310;37.066;58.980
By;Bergen;R;Helgedøgn;16,0m - 24,0m;Februar;1,550;78,230;786;774;39.062;62.156
By;Bergen;R;Helgedøgn;>= 24,0m;Februar;-33,333;78,230;2;3;70.711;112.516
By;Bergen;R;Alle;Alle;Mars;-26,542;71,040;1951548;2656673;12.564;15.600
By;Bergen;R;Alle;< 5,6m;Mars;-25,601;56,550;1482090;1992074;10.970;17.456
By;Bergen;R;Alle;>= 5,6m;Mars;-5,662;56,550;213253;226052;17.646;28.078
By;Bergen;R;Alle;5,6m - 7,6m;Mars;-8,799;56,550;66681;73114;16.496;26.249
By;Bergen;R;Alle;7,6m - 12,5m;Mars;-11,636;56,550;75801;85783;12.114;19.276
By;Bergen;R;Alle;12,5m - 16,0m;Mars;5,016;56,550;48069;45773;27.600;43.917
By;Bergen;R;Alle;16,0m - 24,0m;Mars;6,195;56,550;22678;21355;17.648;28.081
By;Bergen;R;Alle;>= 24,0m;Mars;-11,111;56,550;24;27;42.459;67.562
By;Bergen;R;Yrkesdøgn;Alle;Mars;-22,801;71,030;1567631;2030626;13.791;17.123
By;Bergen;R;Yrkesdøgn;< 5,6m;Mars;-21,694;56,520;1174131;1499407;11.778;18.741
By;Bergen;R;Yrkesdøgn;>= 5,6m;Mars;-3,210;56,520;192556;198943;17.698;28.161
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;Mars;-5,558;56,520;60275;63822;17.101;27.212
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;Mars;-8,225;56,520;69887;76150;12.940;20.591
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;Mars;5,625;56,520;40713;38545;27.149;43.200
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;Mars;6,162;56,520;21657;20400;17.885;28.458
By;Bergen;R;Yrkesdøgn;>= 24,0m;Mars;-7,692;56,520;24;26;43.644;69.447
By;Bergen;R;Helgedøgn;Alle;Mars;-38,676;71,080;383917;626047;9.069;11.261
By;Bergen;R;Helgedøgn;< 5,6m;Mars;-37,491;56,610;307959;492667;9.192;14.626
By;Bergen;R;Helgedøgn;>= 5,6m;Mars;-23,653;56,610;20697;27109;18.993;30.222
By;Bergen;R;Helgedøgn;5,6m - 7,6m;Mars;-31,059;56,610;6406;9292;12.574;20.009
By;Bergen;R;Helgedøgn;7,6m - 12,5m;Mars;-38,607;56,610;5914;9633;6.688;10.641
By;Bergen;R;Helgedøgn;12,5m - 16,0m;Mars;1,771;56,610;7356;7228;32.347;51.472
By;Bergen;R;Helgedøgn;16,0m - 24,0m;Mars;6,911;56,610;1021;955;14.248;22.671
By;Bergen;R;Helgedøgn;>= 24,0m;Mars;-100,000;56,610;0;1;-;-
By;Bergen;R;Alle;Alle;April;-30,900;70,870;1717142;2485022;22.428;27.849
By;Bergen;R;Alle;< 5,6m;April;-24,996;56,330;1402557;1869973;12.021;19.128
By;Bergen;R;Alle;>= 5,6m;April;-14,165;56,330;185493;216103;14.745;23.462
By;Bergen;R;Alle;5,6m - 7,6m;April;-13,288;56,330;58770;67776;15.368;24.454
By;Bergen;R;Alle;7,6m - 12,5m;April;-14,264;56,330;72855;84976;8.927;14.205
By;Bergen;R;Alle;12,5m - 16,0m;April;-19,535;56,330;34101;42380;21.766;34.634
By;Bergen;R;Alle;16,0m - 24,0m;April;-5,669;56,330;19753;20940;18.289;29.102
By;Bergen;R;Alle;>= 24,0m;April;-54,839;56,330;14;31;55.070;87.628
By;Bergen;R;Yrkesdøgn;Alle;April;-30,731;70,760;1275722;1841700;21.301;26.448
By;Bergen;R;Yrkesdøgn;< 5,6m;April;-25,671;56,120;1012399;1362048;12.013;19.116
By;Bergen;R;Yrkesdøgn;>= 5,6m;April;-13,452;56,120;161357;186437;14.927;23.752
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;April;-12,156;56,120;50968;58021;15.715;25.006
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;April;-12,833;56,120;64224;73679;9.614;15.298
By;Bergen;R;Yrkesdøgn;12,5m - 16,0m;April;-21,188;56,120;27522;34921;21.747;34.604
By;Bergen;R;Yrkesdøgn;16,0m - 24,0m;April;-5,842;56,120;18631;19787;18.788;29.896
By;Bergen;R;Yrkesdøgn;>= 24,0m;April;-58,621;56,120;12;29;48.583;77.307
By;Bergen;R;Helgedøgn;Alle;April;-31,384;71,080;441420;643322;25.740;31.960
By;Bergen;R;Helgedøgn;< 5,6m;April;-23,186;56,680;390158;507925;12.167;19.360
By;Bergen;R;Helgedøgn;>= 5,6m;April;-18,641;56,680;24136;29666;14.191;22.581
By;Bergen;R;Helgedøgn;5,6m - 7,6m;April;-20,021;56,680;7802;9755;14.241;22.660
By;Bergen;R;Helgedøgn;7,6m - 12,5m;April;-23,599;56,680;8631;11297;5.517;8.779
By;Bergen;R;Helgedøgn;12,5m - 16,0m;April;-11,798;56,680;6579;7459;28.392;45.178
By;Bergen;R;Helgedøgn;16,0m - 24,0m;April;-2,689;56,680;1122;1153;17.437;27.746
By;Bergen;R;Helgedøgn;>= 24,0m;April;0,000;56,680;2;2;141.421;225.033
By;Bergen;R;Alle;Alle;Siste 12 måneder;-14,589;23,180;8562797;10025414;12.350;15.334
By;Bergen;R;Alle;< 5,6m;Siste 12 måneder;-12,892;65,140;6572180;7544837;11.322;18.016
By;Bergen;R;Alle;>= 5,6m;Siste 12 måneder;-3,912;65,140;835466;869476;16.573;26.372
By;Bergen;R;Alle;5,6m - 7,6m;Siste 12 måneder;-5,877;65,140;264884;281422;16.522;26.290
By;Bergen;R;Alle;7,6m - 12,5m;Siste 12 måneder;-9,204;65,140;293481;323231;11.038;17.564
By;Bergen;R;Alle;12,5m - 16,0m;Siste 12 måneder;5,940;65,140;192159;181384;24.319;38.698
By;Bergen;R;Alle;16,0m - 24,0m;Siste 12 måneder;1,822;65,140;84854;83336;16.444;26.166
By;Bergen;R;Alle;>= 24,0m;Siste 12 måneder;-14,563;65,140;88;103;41.626;66.236
By;Bergen;R;Yrkesdøgn;Alle;Siste 12 måneder;-13,102;23,100;6716016;7728660;12.553;15.587
By;Bergen;R;Yrkesdøgn;< 5,6m;Siste 12 måneder;-11,685;65,370;5056653;5725702;11.873;18.892
By;Bergen;R;Yrkesdøgn;>= 5,6m;Siste 12 måneder;-2,640;65,370;747685;767957;16.613;26.435
By;Bergen;R;Yrkesdøgn;5,6m - 7,6m;Siste 12 måneder;-4,233;65,370;236801;247267;16.869;26.842
By;Bergen;R;Yrkesdøgn;7,6m - 12,5m;Siste 12 måneder;-7,019;65,370;267494;287687;11.636;18.516
