Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Grenland;E+R;Alle;Alle;Januar;-38,464;98,000;5033;8179;15.961;19.819
Grenland;E+R;Yrkesdøgn;Alle;Januar;-37,483;97,000;4640;7422;15.743;19.548
Grenland;E+R;Helgedøgn;Alle;Januar;-48,085;99,000;393;757;27.528;34.181
Grenland;E+R;Alle;Alle;Februar;-54,160;99,000;2948;6431;16.386;20.345
Grenland;E+R;Yrkesdøgn;Alle;Februar;-53,766;99,000;2701;5842;16.513;20.504
Grenland;E+R;Helgedøgn;Alle;Februar;-58,065;100,000;247;589;33.389;41.458
Grenland;E+R;Alle;Alle;Mars;-65,610;93,000;3180;9247;9.693;15.423
Grenland;E+R;Yrkesdøgn;Alle;Mars;-66,861;94,000;2613;7885;10.541;16.774
Grenland;E+R;Helgedøgn;Alle;Mars;-58,370;90,000;567;1362;5.288;8.415
Grenland;E+R;Alle;Alle;April;-10,158;99,000;11056;12306;2.079;5.163
Grenland;E+R;Yrkesdøgn;Alle;April;-2,807;99,000;8413;8656;2.663;6.616
Grenland;E+R;Helgedøgn;Alle;April;-27,589;100,000;2643;3650;3.910;9.712
Grenland;E+R;Alle;Alle;Mai;11,307;99,000;21066;18926;3.527;8.762
Grenland;E+R;Yrkesdøgn;Alle;Mai;8,037;99,000;15876;14695;4.549;11.300
Grenland;E+R;Helgedøgn;Alle;Mai;22,666;99,000;5190;4231;6.180;15.352
Grenland;E+R;Alle;Alle;Juni;13,685;99,000;20569;18093;1.907;4.737
Grenland;E+R;Yrkesdøgn;Alle;Juni;12,104;99,000;16893;15069;3.993;9.920
Grenland;E+R;Helgedøgn;Alle;Juni;21,561;99,000;3676;3024;11.495;28.556
Grenland;E+R;Alle;Alle;Juli;11,041;99,000;23875;21501;4.541;7.226
Grenland;E+R;Yrkesdøgn;Alle;Juli;16,376;99,000;19308;16591;3.792;6.034
Grenland;E+R;Helgedøgn;Alle;Juli;-6,986;100,000;4567;4910;6.057;9.639
Grenland;E+R;Alle;Alle;August;2,416;90,000;28615;27940;2.806;3.484
Grenland;E+R;Yrkesdøgn;Alle;August;3,317;91,000;24265;23486;3.161;3.925
Grenland;E+R;Helgedøgn;Alle;August;-2,335;89,000;4350;4454;7.435;9.232
Grenland;E+R;Alle;Alle;September;12,353;97,000;22866;20352;6.733;8.360
Grenland;E+R;Yrkesdøgn;Alle;September;12,020;97,000;18546;16556;6.650;8.258
Grenland;E+R;Helgedøgn;Alle;September;13,804;98,000;4320;3796;14.881;18.478
