områdetype;område;vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
By;Trondheim;E+R;Alle;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;Alle;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;Alle;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;< 5,6m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;Alle;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;< 5,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 5,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 24,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;Alle;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;Alle;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;Alle;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;< 5,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 5,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 24,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;Alle;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;Alle;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;Alle;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;Alle;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;< 5,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 5,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 24,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;Alle;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;Alle;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;Alle;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;< 5,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;Alle;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;Alle;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Helgedøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Trondheim;E+R;Alle;Alle;Januar;3,138;76,810;5778548;5602717;2.276;1.628
By;Trondheim;E+R;Alle;< 5,6m;Januar;3,382;80,190;5025293;4860907;2.419;1.731
By;Trondheim;E+R;Alle;>= 5,6m;Januar;2,148;80,190;495134;484724;6.584;4.710
By;Trondheim;E+R;Alle;5,6m - 7,6m;Januar;2,276;80,190;142190;139026;7.997;5.721
By;Trondheim;E+R;Alle;7,6m - 12,5m;Januar;0,629;80,190;174506;173416;13.259;9.485
By;Trondheim;E+R;Alle;12,5m - 16,0m;Januar;-13,651;80,190;66328;76814;26.523;18.973
By;Trondheim;E+R;Alle;16,0m - 24,0m;Januar;8,195;80,190;101907;94188;19.908;14.241
By;Trondheim;E+R;Alle;>= 24,0m;Januar;697,109;80,190;10203;1280;1105.893;791.108
By;Trondheim;E+R;Yrkesdøgn;Alle;Januar;2,983;76,770;4652609;4517860;2.317;1.657
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;Januar;3,292;79,920;3987168;3860104;2.503;1.790
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;Januar;1,851;79,920;445070;436982;6.144;4.395
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;Januar;1,336;79,920;128577;126882;6.979;4.993
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;Januar;0,864;79,920;156778;155435;12.091;8.649
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;Januar;-12,086;79,920;58090;66076;24.795;17.737
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;Januar;6,476;79,920;93087;87425;18.002;12.878
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;Januar;633,505;79,920;8538;1164;1004.972;718.913
By;Trondheim;E+R;Helgedøgn;Alle;Januar;3,787;76,910;1125939;1084857;2.489;1.780
By;Trondheim;E+R;Helgedøgn;< 5,6m;Januar;3,729;80,830;1038125;1000803;2.609;1.866
By;Trondheim;E+R;Helgedøgn;>= 5,6m;Januar;4,864;80,830;50064;47742;13.267;9.491
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;Januar;12,097;80,830;13613;12144;22.338;15.980
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;Januar;-1,407;80,830;17728;17981;29.258;20.930
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;Januar;-23,282;80,830;8238;10738;39.124;27.988
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;Januar;30,415;80,830;8820;6763;46.830;33.500
By;Trondheim;E+R;Helgedøgn;>= 24,0m;Januar;1335,345;80,830;1665;116;2016.725;1442.678
By;Trondheim;E+R;Alle;Alle;Februar;3,598;76,840;5394153;5206795;1.164;0.832
By;Trondheim;E+R;Alle;< 5,6m;Februar;4,051;73,800;4657126;4475801;0.732;0.524
By;Trondheim;E+R;Alle;>= 5,6m;Februar;3,735;73,800;471664;454683;6.516;4.661
By;Trondheim;E+R;Alle;5,6m - 7,6m;Februar;3,325;73,800;133014;128734;4.712;3.371
By;Trondheim;E+R;Alle;7,6m - 12,5m;Februar;3,431;73,800;170057;164416;17.342;12.406
By;Trondheim;E+R;Alle;12,5m - 16,0m;Februar;-10,789;73,800;63407;71075;41.207;29.478
By;Trondheim;E+R;Alle;16,0m - 24,0m;Februar;7,968;73,800;96424;89308;17.865;12.780
By;Trondheim;E+R;Alle;>= 24,0m;Februar;661,913;73,800;8762;1150;1001.093;716.139
By;Trondheim;E+R;Yrkesdøgn;Alle;Februar;3,043;76,820;4322633;4194963;1.386;0.992
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;Februar;3,838;73,760;3684151;3547985;0.719;0.514
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;Februar;2,732;73,760;422648;411407;5.950;4.257
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;Februar;2,130;73,760;119780;117282;4.454;3.186
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;Februar;2,335;73,760;152054;148585;15.446;11.050
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;Februar;-9,867;73,760;55427;61495;39.001;27.900
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;Februar;6,162;73,760;88104;82990;15.629;11.180
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;Februar;590,332;73,760;7283;1055;902.525;645.627
By;Trondheim;E+R;Helgedøgn;Alle;Februar;5,899;76,900;1071520;1011832;1.367;0.978
By;Trondheim;E+R;Helgedøgn;< 5,6m;Februar;4,867;73,900;972975;927816;2.222;1.589
By;Trondheim;E+R;Helgedøgn;>= 5,6m;Februar;13,264;73,900;49016;43276;13.168;9.420
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;Februar;15,561;73,900;13234;11452;11.750;8.406
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;Februar;13,720;73,900;18003;15831;38.523;27.558
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;Februar;-16,701;73,900;7980;9580;56.828;40.652
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;Februar;31,687;73,900;8320;6318;48.672;34.818
By;Trondheim;E+R;Helgedøgn;>= 24,0m;Februar;1456,842;73,900;1479;95;-;-
By;Trondheim;E+R;Alle;Alle;Mars;-22,335;76,580;4568686;5882537;4.380;3.133
By;Trondheim;E+R;Alle;< 5,6m;Mars;-22,694;79,960;3912705;5061292;6.597;4.719
By;Trondheim;E+R;Alle;>= 5,6m;Mars;-1,657;79,960;485285;493461;9.041;6.468
By;Trondheim;E+R;Alle;5,6m - 7,6m;Mars;-8,495;79,960;128627;140569;9.880;7.068
By;Trondheim;E+R;Alle;7,6m - 12,5m;Mars;1,692;79,960;181601;178579;14.738;10.543
By;Trondheim;E+R;Alle;12,5m - 16,0m;Mars;-26,209;79,960;56900;77110;21.668;15.500
By;Trondheim;E+R;Alle;16,0m - 24,0m;Mars;14,005;79,960;109203;95788;21.083;15.082
By;Trondheim;E+R;Alle;>= 24,0m;Mars;532,792;79,960;8954;1415;770.398;551.110
By;Trondheim;E+R;Yrkesdøgn;Alle;Mars;-18,103;76,630;3733968;4559333;4.315;3.087
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;Mars;-16,448;79,940;3185764;3812932;10.589;7.575
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;Mars;2,057;79,940;440959;432072;11.973;8.565
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;Mars;-4,211;79,940;118251;123449;12.722;9.101
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;Mars;6,169;79,940;164620;155054;16.650;11.911
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;Mars;-21,772;79,940;50625;64715;21.151;15.131
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;Mars;14,279;79,940;100095;87588;21.659;15.494
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;Mars;481,991;79,940;7368;1266;680.336;486.683
By;Trondheim;E+R;Helgedøgn;Alle;Mars;-36,917;76,470;834718;1323204;5.297;3.789
By;Trondheim;E+R;Helgedøgn;< 5,6m;Mars;-41,768;80,010;726941;1248360;7.551;5.402
By;Trondheim;E+R;Helgedøgn;>= 5,6m;Mars;-27,795;80,010;44326;61389;11.061;7.913
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;Mars;-39,393;80,010;10376;17120;11.134;7.964
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;Mars;-27,817;80,010;16981;23525;20.958;14.992
By;Trondheim;E+R;Helgedøgn;12,5m - 16,0m;Mars;-49,375;80,010;6275;12395;25.294;18.094
By;Trondheim;E+R;Helgedøgn;16,0m - 24,0m;Mars;11,073;80,010;9108;8200;43.415;31.057
By;Trondheim;E+R;Helgedøgn;>= 24,0m;Mars;964,430;80,010;1586;149;-;-
By;Trondheim;E+R;Alle;Alle;April;-23,540;76,870;4160307;5441154;6.139;4.391
By;Trondheim;E+R;Alle;< 5,6m;April;-24,369;74,710;3588013;4744130;6.718;4.806
By;Trondheim;E+R;Alle;>= 5,6m;April;-9,568;74,710;451584;499364;10.434;7.464
By;Trondheim;E+R;Alle;5,6m - 7,6m;April;-15,415;74,710;117973;139473;8.935;6.392
By;Trondheim;E+R;Alle;7,6m - 12,5m;April;-2,410;74,710;191141;195861;9.320;6.667
By;Trondheim;E+R;Alle;12,5m - 16,0m;April;-48,794;74,710;35167;68678;16.821;12.033
By;Trondheim;E+R;Alle;16,0m - 24,0m;April;5,898;74,710;99754;94198;17.988;12.868
By;Trondheim;E+R;Alle;>= 24,0m;April;554,159;74,710;7549;1154;867.019;620.228
By;Trondheim;E+R;Yrkesdøgn;Alle;April;-22,710;76,870;3196656;4135901;6.361;4.551
By;Trondheim;E+R;Yrkesdøgn;< 5,6m;April;-23,399;74,740;2719977;3550834;7.187;5.142
By;Trondheim;E+R;Yrkesdøgn;>= 5,6m;April;-7,137;74,740;397376;427916;11.364;8.129
By;Trondheim;E+R;Yrkesdøgn;5,6m - 7,6m;April;-12,325;74,740;105192;119980;9.780;6.996
By;Trondheim;E+R;Yrkesdøgn;7,6m - 12,5m;April;0,297;74,740;165995;165503;9.874;7.063
By;Trondheim;E+R;Yrkesdøgn;12,5m - 16,0m;April;-44,613;74,740;30924;55833;17.114;12.243
By;Trondheim;E+R;Yrkesdøgn;16,0m - 24,0m;April;4,741;74,740;89612;85556;16.565;11.850
By;Trondheim;E+R;Yrkesdøgn;>= 24,0m;April;441,475;74,740;5653;1044;689.324;493.113
By;Trondheim;E+R;Helgedøgn;Alle;April;-26,171;76,860;963651;1305253;7.265;5.197
By;Trondheim;E+R;Helgedøgn;< 5,6m;April;-27,257;74,660;868036;1193296;6.443;4.609
By;Trondheim;E+R;Helgedøgn;>= 5,6m;April;-24,129;74,660;54208;71448;11.556;8.267
By;Trondheim;E+R;Helgedøgn;5,6m - 7,6m;April;-34,433;74,660;12781;19493;7.070;5.057
By;Trondheim;E+R;Helgedøgn;7,6m - 12,5m;April;-17,168;74,660;25146;30358;20.226;14.469
