Område;Vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
Grenland;K;Alle;Alle;Juli;4,588;98,000;16458;15736;7.486;11.912
Grenland;K;Yrkesdøgn;Alle;Juli;9,378;98,000;13518;12359;12.355;19.659
Grenland;K;Helgedøgn;Alle;Juli;-12,940;98,000;2940;3377;7.234;11.511
Grenland;K;Alle;Alle;August;-3,808;99,000;20130;20927;3.912;6.224
Grenland;K;Yrkesdøgn;Alle;August;-4,672;99,000;16995;17828;4.836;7.696
Grenland;K;Helgedøgn;Alle;August;1,162;100,000;3135;3099;8.224;13.086
Grenland;K;Alle;Alle;September;6,626;99,000;17525;16436;9.379;14.924
Grenland;K;Yrkesdøgn;Alle;September;6,420;99,000;14588;13708;12.630;20.097
Grenland;K;Helgedøgn;Alle;September;7,661;99,000;2937;2728;4.965;7.900
Grenland;K;Alle;Alle;Oktober;12,722;99,000;14150;12553;10.474;16.666
Grenland;K;Yrkesdøgn;Alle;Oktober;13,190;99,000;12452;11001;12.171;19.366
Grenland;K;Helgedøgn;Alle;Oktober;9,407;99,000;1698;1552;3.709;5.902
Grenland;K;Alle;Alle;November;48,727;96,000;6834;4595;26.753;42.570
Grenland;K;Yrkesdøgn;Alle;November;50,287;95,000;6031;4013;29.285;46.600
Grenland;K;Helgedøgn;Alle;November;37,973;97,000;803;582;54.040;85.989
Grenland;K;Alle;Alle;Desember;-5,563;94,000;2173;2301;23.534;37.448
Grenland;K;Yrkesdøgn;Alle;Desember;-7,270;96,000;1875;2022;25.447;40.491
Grenland;K;Helgedøgn;Alle;Desember;6,810;90,000;298;279;29.506;46.951
Grenland;K;Alle;Alle;Januar;12,286;92,000;2102;1872;11.775;29.251
Grenland;K;Yrkesdøgn;Alle;Januar;13,011;93,000;1937;1714;16.411;40.766
Grenland;K;Helgedøgn;Alle;Januar;4,430;89,000;165;158;35.998;89.424
Grenland;K;Alle;Alle;Februar;71,113;98,000;1937;1132;18.893;46.933
Grenland;K;Yrkesdøgn;Alle;Februar;65,714;98,000;1740;1050;23.285;57.842
Grenland;K;Helgedøgn;Alle;Februar;140,244;100,000;197;82;63.713;158.271
Grenland;K;Alle;Alle;Mars;241,642;100,000;2289;670;13.657;122.706
Grenland;K;Yrkesdøgn;Alle;Mars;221,478;100,000;1871;582;50.688;455.411
Grenland;K;Helgedøgn;Alle;Mars;375,000;100,000;418;88;108.707;976.694
Grenland;K;Alle;Alle;April;40,848;99,000;7110;5048;19.340;48.044
Grenland;K;Yrkesdøgn;Alle;April;37,065;99,000;5399;3939;16.745;41.596
Grenland;K;Helgedøgn;Alle;April;54,283;99,000;1711;1109;34.105;84.721
Grenland;K;Alle;Alle;Mai;-24,407;96,000;17338;22936;7.905;9.815
Grenland;K;Yrkesdøgn;Alle;Mai;-23,378;97,000;13566;17705;7.581;9.413
Grenland;K;Helgedøgn;Alle;Mai;-27,891;95,000;3772;5231;15.036;18.670
Grenland;K;Alle;Alle;Juni;-23,566;99,000;18260;23890;6.486;8.054
Grenland;K;Yrkesdøgn;Alle;Juni;-29,754;99,000;13743;19564;4.454;5.531
Grenland;K;Helgedøgn;Alle;Juni;4,415;100,000;4517;4326;19.443;24.142
Grenland;K;Alle;Alle;Siste 12 måneder;-1,397;97,000;126306;128096;10.185;10.688
Grenland;K;Yrkesdøgn;Alle;Siste 12 måneder;-1,678;98,000;103715;105485;10.816;11.350
Grenland;K;Helgedøgn;Alle;Siste 12 måneder;-0,088;97,000;22591;22611;9.695;10.174
Grenland;K;Alle;Alle;Hittil i år;-11,723;97,000;49036;55548;15.613;19.386
Grenland;K;Yrkesdøgn;Alle;Hittil i år;-14,136;98,000;38256;44554;15.079;18.723
Grenland;K;Helgedøgn;Alle;Hittil i år;-1,947;97,000;10780;10994;19.745;24.517
Grenland;R;Alle;Alle;Juli;11,041;99,000;23875;21501;4.541;7.226
Grenland;R;Yrkesdøgn;Alle;Juli;16,376;99,000;19308;16591;3.792;6.034
Grenland;R;Helgedøgn;Alle;Juli;-6,986;100,000;4567;4910;6.057;9.639
Grenland;R;Alle;Alle;August;2,416;90,000;28615;27940;2.806;3.484
Grenland;R;Yrkesdøgn;Alle;August;3,317;91,000;24265;23486;3.161;3.925
Grenland;R;Helgedøgn;Alle;August;-2,335;89,000;4350;4454;7.435;9.232
Grenland;R;Alle;Alle;September;12,353;97,000;22866;20352;6.733;8.360
Grenland;R;Yrkesdøgn;Alle;September;12,020;97,000;18546;16556;6.650;8.258
Grenland;R;Helgedøgn;Alle;September;13,804;98,000;4320;3796;14.881;18.478
Grenland;R;Alle;Alle;Oktober;13,241;99,000;19071;16841;6.288;7.807
Grenland;R;Yrkesdøgn;Alle;Oktober;14,627;99,000;16410;14316;8.048;9.993
Grenland;R;Helgedøgn;Alle;Oktober;5,386;100,000;2661;2525;6.961;8.643
Grenland;R;Alle;Alle;November;16,736;100,000;10937;9369;7.901;12.573
Grenland;R;Yrkesdøgn;Alle;November;17,473;100,000;9762;8310;9.179;14.606
Grenland;R;Helgedøgn;Alle;November;10,954;100,000;1175;1059;11.640;18.522
Grenland;R;Alle;Alle;Desember;-18,408;97,000;5124;6280;11.286;14.014
Grenland;R;Yrkesdøgn;Alle;Desember;-18,600;96,000;4407;5414;14.037;17.430
Grenland;R;Helgedøgn;Alle;Desember;-17,206;99,000;717;866;13.314;16.532
Grenland;R;Alle;Alle;Januar;23,625;99,000;6248;5054;13.216;16.410
Grenland;R;Yrkesdøgn;Alle;Januar;23,348;99,000;5748;4660;14.076;17.478
Grenland;R;Helgedøgn;Alle;Januar;26,904;99,000;500;394;41.712;51.792
Grenland;R;Alle;Alle;Februar;93,498;100,000;5714;2953;38.152;47.371
Grenland;R;Yrkesdøgn;Alle;Februar;89,948;100,000;5140;2706;39.390;48.909
Grenland;R;Helgedøgn;Alle;Februar;132,389;100,000;574;247;79.602;98.839
Grenland;R;Alle;Alle;Mars;167,081;99,000;9014;3375;42.345;67.381
Grenland;R;Yrkesdøgn;Alle;Mars;171,338;99,000;7299;2690;59.189;94.182
Grenland;R;Helgedøgn;Alle;Mars;150,365;99,000;1715;685;32.406;51.566
Grenland;R;Alle;Alle;April;21,712;99,000;16677;13702;8.124;12.927
Grenland;R;Yrkesdøgn;Alle;April;19,656;99,000;12230;10221;5.462;8.691
Grenland;R;Helgedøgn;Alle;April;27,751;99,000;4447;3481;18.535;29.493
Grenland;R;Alle;Alle;Mai;-28,784;99,000;19390;27227;3.112;4.952
Grenland;R;Yrkesdøgn;Alle;Mai;-27,276;99,000;14776;20318;3.599;5.727
Grenland;R;Helgedøgn;Alle;Mai;-33,218;100,000;4614;6909;2.242;3.568
Grenland;R;Alle;Alle;Juni;-29,464;99,000;18733;26558;2.534;4.032
Grenland;R;Yrkesdøgn;Alle;Juni;-34,883;99,000;14109;21667;3.073;4.890
Grenland;R;Helgedøgn;Alle;Juni;-5,459;99,000;4624;4891;4.413;7.021
Grenland;R;Alle;Alle;Siste 12 måneder;2,822;98,000;186264;181152;4.548;5.647
Grenland;R;Yrkesdøgn;Alle;Siste 12 måneder;3,447;98,000;152000;146935;4.630;5.748
Grenland;R;Helgedøgn;Alle;Siste 12 måneder;0,137;98,000;34264;34217;4.106;5.099
Grenland;R;Alle;Alle;Hittil i år;-3,922;99,000;75776;78869;13.906;17.267
Grenland;R;Yrkesdøgn;Alle;Hittil i år;-4,754;99,000;59302;62262;14.653;18.194
Grenland;R;Helgedøgn;Alle;Hittil i år;-0,801;99,000;16474;16607;12.494;15.514
Grenland;E+R+F+K;Alle;Alle;Juli;7,480;99,000;107715;100219;5.880;2.752
Grenland;E+R+F+K;Yrkesdøgn;Alle;Juli;13,064;99,000;85887;75963;6.997;3.275
Grenland;E+R+F+K;Helgedøgn;Alle;Juli;-10,010;99,000;21828;24256;6.483;3.034
Grenland;E+R+F+K;Alle;Alle;August;2,923;97,000;156726;152275;5.486;2.432
Grenland;E+R+F+K;Yrkesdøgn;Alle;August;3,808;97,000;131168;126356;6.711;2.976
Grenland;E+R+F+K;Helgedøgn;Alle;August;-1,393;97,000;25558;25919;5.508;2.442
Grenland;E+R+F+K;Alle;Alle;September;15,228;99,000;129149;112081;10.362;4.717
Grenland;E+R+F+K;Yrkesdøgn;Alle;September;15,832;99,000;106674;92094;12.384;5.637
Grenland;E+R+F+K;Helgedøgn;Alle;September;12,448;99,000;22475;19987;8.771;3.992
Grenland;E+R+F+K;Alle;Alle;Oktober;19,897;99,000;105123;87678;12.276;5.588
Grenland;E+R+F+K;Yrkesdøgn;Alle;Oktober;21,162;99,000;91492;75512;14.067;6.403
Grenland;E+R+F+K;Helgedøgn;Alle;Oktober;12,042;99,000;13631;12166;10.324;4.699
Grenland;E+R+F+K;Alle;Alle;November;36,045;98,000;64873;47685;22.152;10.084
Grenland;E+R+F+K;Yrkesdøgn;Alle;November;37,629;98,000;57884;42058;23.747;10.810
Grenland;E+R+F+K;Helgedøgn;Alle;November;24,205;99,000;6989;5627;25.140;11.444
Grenland;E+R+F+K;Alle;Alle;Desember;-10,858;98,000;24753;27768;14.863;6.590
Grenland;E+R+F+K;Yrkesdøgn;Alle;Desember;-10,890;98,000;21471;24095;16.069;7.125
Grenland;E+R+F+K;Helgedøgn;Alle;Desember;-10,645;98,000;3282;3673;15.169;6.726
Grenland;E+R+F+K;Alle;Alle;Januar;29,109;98,000;27832;21557;18.413;8.164
Grenland;E+R+F+K;Yrkesdøgn;Alle;Januar;30,229;98,000;25775;19792;19.006;8.427
Grenland;E+R+F+K;Helgedøgn;Alle;Januar;16,544;98,000;2057;1765;29.562;13.107
Grenland;E+R+F+K;Alle;Alle;Februar;102,089;98,000;23796;11775;52.330;23.820
Grenland;E+R+F+K;Yrkesdøgn;Alle;Februar;98,441;98,000;21644;10907;53.681;24.435
Grenland;E+R+F+K;Helgedøgn;Alle;Februar;147,926;98,000;2152;868;97.358;44.317
Grenland;E+R+F+K;Alle;Alle;Mars;219,105;96,000;48654;15247;100.578;48.477
Grenland;E+R+F+K;Yrkesdøgn;Alle;Mars;218,834;97,000;40138;12589;106.242;51.207
Grenland;E+R+F+K;Helgedøgn;Alle;Mars;220,391;95,000;8516;2658;97.285;46.890
Grenland;E+R+F+K;Alle;Alle;April;24,920;97,000;102830;82317;12.135;5.680
Grenland;E+R+F+K;Yrkesdøgn;Alle;April;22,499;97,000;77009;62865;14.217;6.654
Grenland;E+R+F+K;Helgedøgn;Alle;April;32,742;98,000;25821;19452;14.790;6.922
Grenland;E+R+F+K;Alle;Alle;Mai;-22,505;96,000;121797;157168;6.269;2.854
Grenland;E+R+F+K;Yrkesdøgn;Alle;Mai;-20,321;95,000;93723;117626;8.592;3.911
Grenland;E+R+F+K;Helgedøgn;Alle;Mai;-29,002;96,000;28074;39542;6.899;3.140
Grenland;E+R+F+K;Alle;Alle;Juni;-25,202;97,000;97600;130484;6.511;3.047
Grenland;E+R+F+K;Yrkesdøgn;Alle;Juni;-31,515;97,000;73276;106995;6.403;2.997
Grenland;E+R+F+K;Helgedøgn;Alle;Juni;3,555;96,000;24324;23489;11.513;5.388
Grenland;E+R+F+K;Alle;Alle;Siste 12 måneder;6,826;98,000;1010848;946254;10.514;4.247
Grenland;E+R+F+K;Yrkesdøgn;Alle;Siste 12 måneder;7,731;98,000;826141;766852;12.449;5.028
Grenland;E+R+F+K;Helgedøgn;Alle;Siste 12 måneder;2,957;98,000;184707;179402;5.037;2.035
Grenland;E+R+F+K;Alle;Alle;Hittil i år;0,946;97,000;422509;418548;15.552;6.419
Grenland;E+R+F+K;Yrkesdøgn;Alle;Hittil i år;0,239;97,000;331565;330774;18.263;7.538
Grenland;E+R+F+K;Helgedøgn;Alle;Hittil i år;3,612;97,000;90944;87774;11.703;4.831
Grenland;F;Alle;Alle;Juli;6,986;99,000;67382;62982;5.900;3.749
Grenland;F;Yrkesdøgn;Alle;Juli;12,865;99,000;53061;47013;6.580;4.181
Grenland;F;Helgedøgn;Alle;Juli;-10,320;99,000;14321;15969;6.673;4.240
Grenland;F;Alle;Alle;August;4,422;99,000;107981;103408;5.437;3.286
Grenland;F;Yrkesdøgn;Alle;August;5,722;99,000;89908;85042;6.578;3.975
Grenland;F;Helgedøgn;Alle;August;-1,595;99,000;18073;18366;4.896;2.959
Grenland;F;Alle;Alle;September;17,883;99,000;88758;75293;10.735;6.820
Grenland;F;Yrkesdøgn;Alle;September;18,939;99,000;73540;61830;12.937;8.220
Grenland;F;Helgedøgn;Alle;September;13,036;99,000;15218;13463;7.600;4.829
Grenland;F;Alle;Alle;Oktober;23,365;99,000;71902;58284;13.110;8.330
Grenland;F;Yrkesdøgn;Alle;Oktober;24,773;99,000;62630;50195;15.189;9.651
Grenland;F;Helgedøgn;Alle;Oktober;14,625;100,000;9272;8089;11.373;7.226
Grenland;F;Alle;Alle;November;39,682;98,000;47102;33721;22.188;13.408
Grenland;F;Yrkesdøgn;Alle;November;41,554;98,000;42091;29735;23.911;14.449
Grenland;F;Helgedøgn;Alle;November;25,715;99,000;5011;3986;23.016;13.909
Grenland;F;Alle;Alle;Desember;-9,022;99,000;17456;19187;15.225;9.200
Grenland;F;Yrkesdøgn;Alle;Desember;-8,824;99,000;15189;16659;16.204;9.792
Grenland;F;Helgedøgn;Alle;Desember;-10,324;100,000;2267;2528;13.841;8.364
Grenland;F;Alle;Alle;Januar;33,156;99,000;19482;14631;19.718;11.385
Grenland;F;Yrkesdøgn;Alle;Januar;34,819;99,000;18090;13418;19.824;11.446
Grenland;F;Helgedøgn;Alle;Januar;14,757;100,000;1392;1213;26.225;15.142
Grenland;F;Alle;Alle;Februar;109,948;98,000;16145;7690;60.203;36.380
Grenland;F;Yrkesdøgn;Alle;Februar;106,461;98,000;14764;7151;61.456;37.138
Grenland;F;Helgedøgn;Alle;Februar;156,215;97,000;1381;539;113.849;68.798
Grenland;F;Alle;Alle;Mars;233,432;95,000;37351;11202;112.724;68.118
Grenland;F;Yrkesdøgn;Alle;Mars;232,382;96,000;30968;9317;118.784;71.781
Grenland;F;Helgedøgn;Alle;Mars;238,621;93,000;6383;1885;99.441;60.091
Grenland;F;Alle;Alle;April;24,346;96,000;79043;63567;12.013;7.260
Grenland;F;Yrkesdøgn;Alle;April;21,918;96,000;59380;48705;15.192;9.181
Grenland;F;Helgedøgn;Alle;April;32,304;97,000;19663;14862;11.770;7.112
Grenland;F;Alle;Alle;Mai;-20,500;95,000;85069;107005;5.573;3.541
Grenland;F;Yrkesdøgn;Alle;Mai;-17,866;94,000;65381;79603;8.850;5.623
Grenland;F;Helgedøgn;Alle;Mai;-28,151;96,000;19688;27402;5.508;3.499
Grenland;F;Alle;Alle;Juni;-24,275;94,000;60607;80036;7.253;4.873
Grenland;F;Yrkesdøgn;Alle;Juni;-30,929;95,000;45424;65764;7.592;5.100
Grenland;F;Helgedøgn;Alle;Juni;6,383;94,000;15183;14272;9.745;6.546
