fylkenr;msnr;msnavn;Vegkategori;vegnr;hp;meter;ant_kjørefelt;ådt;første_igangsetting_datainn;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;Januar;-18,066;99,000;244879;298872
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;Februar;-23,560;100,000;222665;291292
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;Mars;-22,596;100,000;248810;321443
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;April;-31,452;100,000;227055;331235
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;Mai;-23,537;100,000;253118;331033
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;Juni;-17,419;100,000;243868;295309
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;Juli;-19,321;100,000;188429;233555
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;August;-20,024;100,000;232602;290839
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;September;-12,593;100,000;242585;277536
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;Siste 12 måneder;-21,231;99,000;2104011;2671114
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;Alle;Hittil i år;-21,231;99,000;2104011;2671114
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;Januar;-18,733;99,000;228909;281676
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;Februar;-24,520;100,000;207748;275236
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;Mars;-23,635;100,000;232258;304142
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;April;-32,350;100,000;211699;312934
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;Mai;-24,521;100,000;235815;312426
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;Juni;-18,226;100,000;227144;277771
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;Juli;-20,620;100,000;172612;217449
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;August;-20,871;100,000;215811;272733
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;September;-13,310;100,000;226102;260816
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;Siste 12 måneder;-22,149;99,000;1958098;2515183
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;< 5,6m;Hittil i år;-22,149;99,000;1958098;2515183
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;>= 5,6m;Januar;-7,049;99,000;15917;17124
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;>= 5,6m;Februar;-7,067;100,000;14860;15990
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;>= 5,6m;Mars;-4,320;100,000;16501;17246
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;>= 5,6m;April;-15,955;100,000;15324;18233
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;>= 5,6m;Mai;-6,888;100,000;17248;18524
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;>= 5,6m;Juni;-4,263;100,000;16686;17429
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;>= 5,6m;Juli;-1,638;100,000;15789;16052
11;1100338;RANDABERGVEIEN;F;446;1;1784;2;;;Alle;>= 5,6m;August;-7,141;100,000;16748;18036
