områdetype;område;vegkategori;døgn;lengdeklasse;periode;indeks;dekning;trafikkmengde indeksår;trafikkmengde basisår;standardavvik;konfidensintervall
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;Juni;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;Juni;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;Alle;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;< 5,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;Alle;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;Alle;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;Juli;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;Alle;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;< 5,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 5,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 24,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;Alle;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;Alle;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;August;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;Alle;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;< 5,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 5,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 24,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;Alle;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;Alle;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;September;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;Alle;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;Alle;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;Oktober;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;Alle;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;< 5,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 5,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 24,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;Alle;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;Alle;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;November;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;Alle;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;< 5,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;Alle;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;Alle;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;Desember;-;0,000;0;0;-;-
By;Oslo og Akershus;R;Alle;Alle;Januar;1,564;78,800;8900543;8763445;4.591;2.774
By;Oslo og Akershus;R;Alle;< 5,6m;Januar;1,433;62,010;5618610;5539230;5.789;4.450
By;Oslo og Akershus;R;Alle;>= 5,6m;Januar;4,110;62,010;527386;506564;6.315;4.854
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;Januar;2,205;62,010;201618;197268;9.525;7.322
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;Januar;-3,673;62,010;167375;173757;12.068;9.276
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;Januar;3,747;62,010;68224;65760;24.184;18.589
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;Januar;29,861;62,010;88917;68471;70.414;54.125
By;Oslo og Akershus;R;Alle;>= 24,0m;Januar;-4,281;62,010;1252;1308;30.803;23.678
By;Oslo og Akershus;R;Yrkesdøgn;Alle;Januar;1,289;78,780;7147530;7056550;4.170;2.520
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;Januar;0,810;61,720;4402537;4367156;5.299;4.073
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;Januar;3,355;61,720;472865;457515;5.839;4.489
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;Januar;1,427;61,720;180596;178056;8.703;6.690
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;Januar;-3,902;61,720;151958;158128;11.286;8.676
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;Januar;4,340;61,720;59388;56918;25.686;19.744
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;Januar;26,173;61,720;79778;63229;59.299;45.581
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;Januar;-3,294;61,720;1145;1184;28.367;21.805
By;Oslo og Akershus;R;Helgedøgn;Alle;Januar;2,702;78,830;1753013;1706895;8.287;5.008
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;Januar;3,754;62,730;1216073;1172074;10.285;7.906
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;Januar;11,156;62,730;54521;49049;13.306;10.228
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;Januar;9,421;62,730;21022;19212;19.414;14.923
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;Januar;-1,356;62,730;15417;15629;21.389;16.441
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;Januar;-0,068;62,730;8836;8842;21.789;16.749
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;Januar;74,342;62,730;9139;5242;187.930;144.456
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;Januar;-13,710;62,730;107;124;84.482;64.939
By;Oslo og Akershus;R;Alle;Alle;Februar;4,025;67,200;7156781;6879858;4.706;3.161
By;Oslo og Akershus;R;Alle;< 5,6m;Februar;3,937;57,960;5234737;5036432;5.417;4.164
By;Oslo og Akershus;R;Alle;>= 5,6m;Februar;3,201;57,960;505851;490162;8.915;6.853
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;Februar;2,195;57,960;192788;188648;10.758;8.269
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;Februar;-0,592;57,960;163847;164822;13.095;10.066
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;Februar;-3,653;57,960;63296;65696;28.149;21.637
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;Februar;21,403;57,960;84841;69884;25.834;19.858
By;Oslo og Akershus;R;Alle;>= 24,0m;Februar;-2,968;57,960;1079;1112;24.872;19.118
By;Oslo og Akershus;R;Yrkesdøgn;Alle;Februar;4,058;67,190;5746206;5522113;5.051;3.393
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;Februar;4,271;57,880;4151846;3981785;5.813;4.468
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;Februar;3,591;57,880;455475;439686;9.462;7.273
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;Februar;2,483;57,880;172610;168428;10.926;8.398
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;Februar;0,025;57,880;149953;149915;12.396;9.528
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;Februar;-2,231;57,880;55268;56529;29.826;22.926
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;Februar;20,162;57,880;76684;63817;24.179;18.586
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;Februar;-3,711;57,880;960;997;23.336;17.937
By;Oslo og Akershus;R;Helgedøgn;Alle;Februar;3,891;67,200;1410575;1357745;7.282;4.892
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;Februar;2,678;58,140;1082891;1054647;8.040;6.180
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;Februar;-0,198;58,140;50376;50476;6.610;5.081
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;Februar;-0,208;58,140;20178;20220;12.423;9.549
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;Februar;-6,795;58,140;13894;14907;20.156;15.493
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;Februar;-12,425;58,140;8028;9167;25.790;19.824
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;Februar;34,449;58,140;8157;6067;63.048;48.463
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;Februar;3,478;58,140;119;115;-;-
By;Oslo og Akershus;R;Alle;Alle;Mars;-21,468;72,250;6672573;8496647;4.200;2.668
By;Oslo og Akershus;R;Alle;< 5,6m;Mars;-22,167;58,990;4597776;5907238;4.179;3.212
By;Oslo og Akershus;R;Alle;>= 5,6m;Mars;-5,617;58,990;524166;555362;8.053;6.190
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;Mars;-8,140;58,990;194919;212191;9.043;6.951
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;Mars;-4,747;58,990;176877;185691;16.106;12.380
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;Mars;-25,984;58,990;59677;80627;25.366;19.498
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;Mars;21,483;58,990;91755;75529;52.383;40.265
By;Oslo og Akershus;R;Alle;>= 24,0m;Mars;-29,154;58,990;938;1324;24.745;19.021
By;Oslo og Akershus;R;Yrkesdøgn;Alle;Mars;-17,079;72,400;5413289;6528211;4.592;2.918
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;Mars;-17,856;59,020;3671235;4469275;4.300;3.306
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;Mars;-3,551;59,020;471997;489374;8.244;6.337
By;Oslo og Akershus;R;Yrkesdøgn;5,6m - 7,6m;Mars;-6,083;59,020;174930;186260;9.051;6.957
By;Oslo og Akershus;R;Yrkesdøgn;7,6m - 12,5m;Mars;-2,277;59,020;160961;164712;15.505;11.918
By;Oslo og Akershus;R;Yrkesdøgn;12,5m - 16,0m;Mars;-23,349;59,020;52590;68610;27.840;21.400
By;Oslo og Akershus;R;Yrkesdøgn;16,0m - 24,0m;Mars;20,504;59,020;82656;68592;49.333;37.921
By;Oslo og Akershus;R;Yrkesdøgn;>= 24,0m;Mars;-28,333;59,020;860;1200;23.649;18.178
By;Oslo og Akershus;R;Helgedøgn;Alle;Mars;-36,026;71,920;1259284;1968436;5.377;3.417
By;Oslo og Akershus;R;Helgedøgn;< 5,6m;Mars;-35,566;58,940;926541;1437963;5.754;4.423
By;Oslo og Akershus;R;Helgedøgn;>= 5,6m;Mars;-20,942;58,940;52169;65988;6.421;4.936
By;Oslo og Akershus;R;Helgedøgn;5,6m - 7,6m;Mars;-22,915;58,940;19989;25931;9.667;7.431
By;Oslo og Akershus;R;Helgedøgn;7,6m - 12,5m;Mars;-24,134;58,940;15916;20979;19.511;14.998
By;Oslo og Akershus;R;Helgedøgn;12,5m - 16,0m;Mars;-41,025;58,940;7087;12017;18.935;14.555
By;Oslo og Akershus;R;Helgedøgn;16,0m - 24,0m;Mars;31,166;58,940;9099;6937;84.045;64.602
By;Oslo og Akershus;R;Helgedøgn;>= 24,0m;Mars;-37,097;58,940;78;124;38.123;29.304
By;Oslo og Akershus;R;Alle;Alle;April;-17,331;73,690;6578046;7957041;5.357;3.403
By;Oslo og Akershus;R;Alle;< 5,6m;April;-17,637;54,470;4411211;5355811;6.468;4.972
By;Oslo og Akershus;R;Alle;>= 5,6m;April;-7,767;54,470;486300;527250;7.770;5.972
By;Oslo og Akershus;R;Alle;5,6m - 7,6m;April;-10,283;54,470;175162;195238;9.802;7.535
By;Oslo og Akershus;R;Alle;7,6m - 12,5m;April;-5,621;54,470;183991;194950;16.828;12.935
By;Oslo og Akershus;R;Alle;12,5m - 16,0m;April;-31,542;54,470;46677;68183;23.616;18.153
By;Oslo og Akershus;R;Alle;16,0m - 24,0m;April;17,705;54,470;79690;67703;72.692;55.876
By;Oslo og Akershus;R;Alle;>= 24,0m;April;-33,673;54,470;780;1176;24.109;18.532
By;Oslo og Akershus;R;Yrkesdøgn;Alle;April;-18,586;73,550;4874545;5987339;4.635;2.945
By;Oslo og Akershus;R;Yrkesdøgn;< 5,6m;April;-19,527;54,280;3200775;3977457;5.635;4.331
By;Oslo og Akershus;R;Yrkesdøgn;>= 5,6m;April;-8,044;54,280;418594;455213;8.359;6.426
