"aar_maaned";"stasjon";"felt";"klasse";"trafikkvolum";"trafikkvolum_alle";"trafikkvolum_andel"
2018-05-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";3452;344980;1
2018-05-01;"Ranheim";"RANH-";"Liten_bil";532907;610093;87,35
2018-05-01;"Ranheim";"RANH-";"Stor_bil";54043;610093;8,86
2018-05-01;"Ranheim";"RANH-";"Ukjent";23143;610093;3,79
2018-05-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";723020;775591;93,22
2018-05-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";44421;775591;5,73
2018-05-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";8150;775591;1,05
2018-05-01;"Tempeveien";"TEMPE";"Liten_bil";106677;117621;90,7
2018-05-01;"Tempeveien";"TEMPE";"Stor_bil";8521;117621;7,24
2018-05-01;"Tempeveien";"TEMPE";"Ukjent";2423;117621;2,06
2018-05-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";374232;396370;94,41
2018-05-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";18931;396370;4,78
2018-05-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";3207;396370;0,81
2018-05-01;"Tillerbrua";"TILLB";"Liten_bil";74951;79419;94,37
2018-05-01;"Tillerbrua";"TILLB";"Stor_bil";2414;79419;3,04
2018-05-01;"Tillerbrua";"TILLB";"Ukjent";2054;79419;2,59
2018-05-01;"Tungasletta";"TUNGA";"Liten_bil";229669;241415;95,13
2018-05-01;"Tungasletta";"TUNGA";"Stor_bil";8630;241415;3,57
2018-05-01;"Tungasletta";"TUNGA";"Ukjent";3116;241415;1,29
2018-05-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";293310;306609;95,66
2018-05-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";11140;306609;3,63
2018-05-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";2159;306609;0,7
2018-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";280671;310926;90,27
2018-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";25926;310926;8,34
2018-06-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";4329;310926;1,39
2018-06-01;"Bratsbergveien";"BRATS";"Liten_bil";204112;222544;91,72
2018-06-01;"Bratsbergveien";"BRATS";"Stor_bil";15596;222544;7,01
2018-06-01;"Bratsbergveien";"BRATS";"Ukjent";2836;222544;1,27
2018-06-01;"Byåsveien";"BYÅSV";"Liten_bil";291399;307762;94,68
2018-06-01;"Byåsveien";"BYÅSV";"Stor_bil";13291;307762;4,32
2018-06-01;"Byåsveien";"BYÅSV";"Ukjent";3072;307762;1
2018-06-01;"Bøckmans veg";"BØCKM";"Liten_bil";155678;160221;97,16
2018-06-01;"Bøckmans veg";"BØCKM";"Stor_bil";3340;160221;2,08
2018-06-01;"Bøckmans veg";"BØCKM";"Ukjent";1203;160221;0,75
2018-06-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";166040;200909;82,64
2018-06-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";31902;200909;15,88
2018-06-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";2967;200909;1,48
2018-06-01;"Gamle Oslovei";"GAMLE";"Liten_bil";114830;120177;95,55
2018-06-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4431;120177;3,69
2018-06-01;"Gamle Oslovei";"GAMLE";"Ukjent";916;120177;0,76
2018-06-01;"Haakon VII s gt ";"H-VII";"Liten_bil";372114;390820;95,21
2018-06-01;"Haakon VII s gt ";"H-VII";"Stor_bil";13194;390820;3,38
2018-06-01;"Haakon VII s gt ";"H-VII";"Ukjent";5512;390820;1,41
2018-06-01;"Klett - E6";"KLETT-E6";"Liten_bil";665880;751205;88,64
2018-06-01;"Klett - E6";"KLETT-E6";"Stor_bil";74938;751205;9,98
2018-06-01;"Klett - E6";"KLETT-E6";"Ukjent";10387;751205;1,38
2018-06-01;"Klett - Rv.707";"KLETT";"Liten_bil";214209;229560;93,31
2018-06-01;"Klett - Rv.707";"KLETT";"Stor_bil";11085;229560;4,83
2018-06-01;"Klett - Rv.707";"KLETT";"Ukjent";4266;229560;1,86
2018-06-01;"Kroppan bru";"KROP-";"Liten_bil";434937;475046;91,56
2018-06-01;"Kroppan bru";"KROP-";"Stor_bil";37603;475046;7,92
2018-06-01;"Kroppan bru";"KROP-";"Ukjent";2506;475046;0,53
2018-06-01;"Landbruksvegen";"LANDB";"Liten_bil";157005;165440;94,9
2018-06-01;"Landbruksvegen";"LANDB";"Stor_bil";6571;165440;3,97
2018-06-01;"Landbruksvegen";"LANDB";"Ukjent";1864;165440;1,13
2018-06-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";66313;71926;92,2
2018-06-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";4989;71926;6,94
2018-06-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";624;71926;0,87
2018-06-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";321618;332872;96,62
2018-06-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";8413;332872;2,53
2018-06-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";2841;332872;0,85
2018-06-01;"Ranheim";"RANH-";"Liten_bil";584608;669239;87,35
2018-06-01;"Ranheim";"RANH-";"Stor_bil";60896;669239;9,1
2018-06-01;"Ranheim";"RANH-";"Ukjent";23735;669239;3,55
2018-06-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";744778;802234;92,84
2018-06-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";48100;802234;6
2018-06-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";9356;802234;1,17
2018-06-01;"Tempeveien";"TEMPE";"Liten_bil";100781;112044;89,95
2018-06-01;"Tempeveien";"TEMPE";"Stor_bil";8826;112044;7,88
2018-06-01;"Tempeveien";"TEMPE";"Ukjent";2437;112044;2,18
2018-06-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";368092;389782;94,44
2018-06-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";18913;389782;4,85
2018-06-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";2777;389782;0,71
2018-06-01;"Tillerbrua";"TILLB";"Liten_bil";94582;100798;93,83
2018-06-01;"Tillerbrua";"TILLB";"Stor_bil";4538;100798;4,5
2018-06-01;"Tillerbrua";"TILLB";"Ukjent";1678;100798;1,66
2018-06-01;"Tungasletta";"TUNGA";"Liten_bil";228768;241672;94,66
2018-06-01;"Tungasletta";"TUNGA";"Stor_bil";9536;241672;3,95
2018-06-01;"Tungasletta";"TUNGA";"Ukjent";3368;241672;1,39
2018-06-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";284950;297485;95,79
2018-06-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";10809;297485;3,63
2018-06-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";1726;297485;0,58
2018-07-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";221692;246123;90,07
2018-07-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";20856;246123;8,47
2018-07-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";3575;246123;1,45
2018-07-01;"Bratsbergveien";"BRATS";"Liten_bil";140913;152631;92,32
2018-07-01;"Bratsbergveien";"BRATS";"Stor_bil";10391;152631;6,81
2018-07-01;"Bratsbergveien";"BRATS";"Ukjent";1327;152631;0,87
2018-07-01;"Byåsveien";"BYÅSV";"Liten_bil";212111;223452;94,92
2018-07-01;"Byåsveien";"BYÅSV";"Stor_bil";9159;223452;4,1
2018-07-01;"Byåsveien";"BYÅSV";"Ukjent";2182;223452;0,98
2018-07-01;"Bøckmans veg";"BØCKM";"Liten_bil";113342;116070;97,65
2018-07-01;"Bøckmans veg";"BØCKM";"Stor_bil";2061;116070;1,78
2018-07-01;"Bøckmans veg";"BØCKM";"Ukjent";667;116070;0,57
2018-07-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";61149;78521;77,88
2018-07-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";15557;78521;19,81
2018-07-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";1815;78521;2,31
2018-07-01;"Gamle Oslovei";"GAMLE";"Liten_bil";88534;92643;95,56
2018-07-01;"Gamle Oslovei";"GAMLE";"Stor_bil";3281;92643;3,54
2018-07-01;"Gamle Oslovei";"GAMLE";"Ukjent";828;92643;0,89
2018-07-01;"Haakon VII s gt ";"H-VII";"Liten_bil";277979;292452;95,05
2018-07-01;"Haakon VII s gt ";"H-VII";"Stor_bil";9427;292452;3,22
2018-07-01;"Haakon VII s gt ";"H-VII";"Ukjent";5046;292452;1,73
2018-07-01;"Klett - E6";"KLETT-E6";"Liten_bil";672042;741572;90,62
2018-07-01;"Klett - E6";"KLETT-E6";"Stor_bil";61909;741572;8,35
2018-07-01;"Klett - E6";"KLETT-E6";"Ukjent";7621;741572;1,03
2018-07-01;"Klett - Rv.707";"KLETT";"Liten_bil";179417;189639;94,61
2018-07-01;"Klett - Rv.707";"KLETT";"Stor_bil";7263;189639;3,83
2018-07-01;"Klett - Rv.707";"KLETT";"Ukjent";2959;189639;1,56
2018-07-01;"Kroppan bru";"KROP-";"Liten_bil";335876;365779;91,82
2018-07-01;"Kroppan bru";"KROP-";"Stor_bil";27425;365779;7,5
2018-07-01;"Kroppan bru";"KROP-";"Ukjent";2478;365779;0,68
2018-07-01;"Landbruksvegen";"LANDB";"Liten_bil";136903;144433;94,79
2018-07-01;"Landbruksvegen";"LANDB";"Stor_bil";6324;144433;4,38
2018-07-01;"Landbruksvegen";"LANDB";"Ukjent";1206;144433;0,83
2018-07-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";44936;48902;91,89
2018-07-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";3609;48902;7,38
2018-07-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";357;48902;0,73
2018-07-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";244844;252226;97,07
2018-07-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";5612;252226;2,22
2018-07-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";1770;252226;0,7
2018-07-01;"Ranheim";"RANH-";"Liten_bil";534254;608450;87,81
2018-07-01;"Ranheim";"RANH-";"Stor_bil";48185;608450;7,92
2018-07-01;"Ranheim";"RANH-";"Ukjent";26011;608450;4,27
2018-07-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";568180;611169;92,97
2018-07-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";36036;611169;5,9
2018-07-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";6953;611169;1,14
2018-07-01;"Tempeveien";"TEMPE";"Liten_bil";72006;80163;89,82
2018-07-01;"Tempeveien";"TEMPE";"Stor_bil";6149;80163;7,67
2018-07-01;"Tempeveien";"TEMPE";"Ukjent";2008;80163;2,5
2018-07-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";270329;284695;94,95
2018-07-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";12194;284695;4,28
2018-07-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";2172;284695;0,76
2018-07-01;"Tillerbrua";"TILLB";"Liten_bil";124764;136870;91,16
2018-07-01;"Tillerbrua";"TILLB";"Stor_bil";9889;136870;7,23
2018-07-01;"Tillerbrua";"TILLB";"Ukjent";2217;136870;1,62
2018-07-01;"Tungasletta";"TUNGA";"Liten_bil";102465;154051;66,51
2018-07-01;"Tungasletta";"TUNGA";"Stor_bil";4836;154051;3,14
2018-07-01;"Tungasletta";"TUNGA";"Ukjent";46750;154051;30,35
2018-07-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";230953;241126;95,78
2018-07-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";8305;241126;3,44
2018-07-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";1868;241126;0,77
2018-08-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";259228;311975;83,09
2018-08-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";23966;311975;7,68
2018-08-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";28781;311975;9,23
2018-08-01;"Bratsbergveien";"BRATS";"Liten_bil";165276;193295;85,5
2018-08-01;"Bratsbergveien";"BRATS";"Stor_bil";12063;193295;6,24
2018-08-01;"Bratsbergveien";"BRATS";"Ukjent";15956;193295;8,25
2018-08-01;"Byåsveien";"BYÅSV";"Liten_bil";270014;307279;87,87
2018-08-01;"Byåsveien";"BYÅSV";"Stor_bil";13212;307279;4,3
2018-08-01;"Byåsveien";"BYÅSV";"Ukjent";24053;307279;7,83
2018-08-01;"Bøckmans veg";"BØCKM";"Liten_bil";144586;158545;91,2
2018-08-01;"Bøckmans veg";"BØCKM";"Stor_bil";3085;158545;1,95
2018-08-01;"Bøckmans veg";"BØCKM";"Ukjent";10874;158545;6,86
2018-08-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";142697;191758;74,42
2018-08-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";32151;191758;16,77
2018-08-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";16910;191758;8,82
2018-08-01;"Gamle Oslovei";"GAMLE";"Liten_bil";111988;124808;89,73
2018-08-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4356;124808;3,49
2018-08-01;"Gamle Oslovei";"GAMLE";"Ukjent";8464;124808;6,78
2018-08-01;"Haakon VII s gt ";"H-VII";"Liten_bil";323558;370895;87,24
2018-08-01;"Haakon VII s gt ";"H-VII";"Stor_bil";12433;370895;3,35
2018-08-01;"Haakon VII s gt ";"H-VII";"Ukjent";34904;370895;9,41
2018-08-01;"Klett - E6";"KLETT-E6";"Liten_bil";601683;790242;76,14
2018-08-01;"Klett - E6";"KLETT-E6";"Stor_bil";77662;790242;9,83
2018-08-01;"Klett - E6";"KLETT-E6";"Ukjent";110897;790242;14,03
2018-08-01;"Klett - Rv.707";"KLETT";"Liten_bil";192777;229468;84,01
2018-08-01;"Klett - Rv.707";"KLETT";"Stor_bil";10677;229468;4,65
2018-08-01;"Klett - Rv.707";"KLETT";"Ukjent";26014;229468;11,34
2018-08-01;"Kroppan bru";"KROP-";"Liten_bil";404054;493993;81,79
2018-08-01;"Kroppan bru";"KROP-";"Stor_bil";38299;493993;7,75
2018-08-01;"Kroppan bru";"KROP-";"Ukjent";51640;493993;10,45
2018-08-01;"Landbruksvegen";"LANDB";"Liten_bil";164953;194390;84,86
2018-08-01;"Landbruksvegen";"LANDB";"Stor_bil";5118;194390;2,63
2018-08-01;"Landbruksvegen";"LANDB";"Ukjent";24319;194390;12,51
2018-08-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";63043;73030;86,32
2018-08-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";4773;73030;6,54
2018-08-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";5214;73030;7,14
2018-08-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";287961;320471;89,86
2018-08-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";7631;320471;2,38
2018-08-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";24879;320471;7,76
2018-08-01;"Ranheim";"RANH-";"Liten_bil";528237;690104;76,54
2018-08-01;"Ranheim";"RANH-";"Stor_bil";59065;690104;8,56
2018-08-01;"Ranheim";"RANH-";"Ukjent";102802;690104;14,9
2018-08-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";676440;797327;84,84
2018-08-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";46199;797327;5,79
2018-08-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";74688;797327;9,37
2018-08-01;"Tempeveien";"TEMPE";"Liten_bil";97150;115232;84,31
2018-08-01;"Tempeveien";"TEMPE";"Stor_bil";8162;115232;7,08
2018-08-01;"Tempeveien";"TEMPE";"Ukjent";9920;115232;8,61
2018-08-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";363119;417135;87,05
2018-08-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";19186;417135;4,6
2018-08-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";34830;417135;8,35
2018-08-01;"Tillerbrua";"TILLB";"Liten_bil";95743;112009;85,48
2018-08-01;"Tillerbrua";"TILLB";"Stor_bil";5358;112009;4,78
2018-08-01;"Tillerbrua";"TILLB";"Ukjent";10908;112009;9,74
2018-08-01;"Tungasletta";"TUNGA";"Liten_bil";131937;236170;55,87
2018-08-01;"Tungasletta";"TUNGA";"Stor_bil";5538;236170;2,34
2018-08-01;"Tungasletta";"TUNGA";"Ukjent";98695;236170;41,79
2018-08-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";259441;294326;88,15
2018-08-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";10366;294326;3,52
2018-08-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";24519;294326;8,33
2018-09-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";273116;301006;90,73
2018-09-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";24029;301006;7,98
2018-09-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";3861;301006;1,28
2018-09-01;"Bratsbergveien";"BRATS";"Liten_bil";170072;183609;92,63
2018-09-01;"Bratsbergveien";"BRATS";"Stor_bil";12339;183609;6,72
2018-09-01;"Bratsbergveien";"BRATS";"Ukjent";1198;183609;0,65
2018-09-01;"Byåsveien";"BYÅSV";"Liten_bil";287848;305317;94,28
2018-09-01;"Byåsveien";"BYÅSV";"Stor_bil";14018;305317;4,59
2018-09-01;"Byåsveien";"BYÅSV";"Ukjent";3451;305317;1,13
2018-09-01;"Bøckmans veg";"BØCKM";"Liten_bil";157297;161165;97,6
2018-09-01;"Bøckmans veg";"BØCKM";"Stor_bil";3124;161165;1,94
2018-09-01;"Bøckmans veg";"BØCKM";"Ukjent";744;161165;0,46
2018-09-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";188763;224537;84,07
2018-09-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";32920;224537;14,66
2018-09-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";2854;224537;1,27
2018-09-01;"Gamle Oslovei";"GAMLE";"Liten_bil";114082;119364;95,57
2018-09-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4635;119364;3,88
2018-09-01;"Gamle Oslovei";"GAMLE";"Ukjent";647;119364;0,54
2018-09-01;"Haakon VII s gt ";"H-VII";"Liten_bil";333470;349276;95,47
2018-09-01;"Haakon VII s gt ";"H-VII";"Stor_bil";11164;349276;3,2
2018-09-01;"Haakon VII s gt ";"H-VII";"Ukjent";4642;349276;1,33
2018-09-01;"Klett - E6";"KLETT-E6";"Liten_bil";616907;700155;88,11
2018-09-01;"Klett - E6";"KLETT-E6";"Stor_bil";77394;700155;11,05
2018-09-01;"Klett - E6";"KLETT-E6";"Ukjent";5854;700155;0,84
2018-09-01;"Klett - Rv.707";"KLETT";"Liten_bil";203321;218341;93,12
2018-09-01;"Klett - Rv.707";"KLETT";"Stor_bil";11534;218341;5,28
2018-09-01;"Klett - Rv.707";"KLETT";"Ukjent";3486;218341;1,6
2018-09-01;"Kroppan bru";"KROP-";"Liten_bil";424744;466551;91,04
2018-09-01;"Kroppan bru";"KROP-";"Stor_bil";39941;466551;8,56
2018-09-01;"Kroppan bru";"KROP-";"Ukjent";1866;466551;0,4
2018-09-01;"Landbruksvegen";"LANDB";"Liten_bil";156726;162676;96,34
2018-09-01;"Landbruksvegen";"LANDB";"Stor_bil";4830;162676;2,97
2018-09-01;"Landbruksvegen";"LANDB";"Ukjent";1120;162676;0,69
2018-09-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";62800;68355;91,87
2018-09-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";5095;68355;7,45
2018-09-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";460;68355;0,67
2018-09-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";320144;330368;96,91
2018-09-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";8052;330368;2,44
2018-09-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";2172;330368;0,66
2018-09-01;"Ranheim";"RANH-";"Liten_bil";561200;630870;88,96
2018-09-01;"Ranheim";"RANH-";"Stor_bil";57701;630870;9,15
2018-09-01;"Ranheim";"RANH-";"Ukjent";11969;630870;1,9
2018-09-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";702432;756306;92,88
2018-09-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";46311;756306;6,12
2018-09-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";7563;756306;1
2018-09-01;"Tempeveien";"TEMPE";"Liten_bil";107426;118037;91,01
2018-09-01;"Tempeveien";"TEMPE";"Stor_bil";8304;118037;7,04
2018-09-01;"Tempeveien";"TEMPE";"Ukjent";2307;118037;1,95
2018-09-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";381729;403981;94,49
2018-09-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";19970;403981;4,94
2018-09-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";2282;403981;0,56
2018-09-01;"Tillerbrua";"TILLB";"Liten_bil";69146;74100;93,31
2018-09-01;"Tillerbrua";"TILLB";"Stor_bil";3243;74100;4,38
2018-09-01;"Tillerbrua";"TILLB";"Ukjent";1711;74100;2,31
2018-09-01;"Tungasletta";"TUNGA";"Liten_bil";231409;245177;94,38
2018-09-01;"Tungasletta";"TUNGA";"Stor_bil";9002;245177;3,67
2018-09-01;"Tungasletta";"TUNGA";"Ukjent";4766;245177;1,94
2018-09-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";271930;284631;95,54
2018-09-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";11167;284631;3,92
2018-09-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";1534;284631;0,54
2018-10-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";292475;323549;90,4
2018-10-01;"Bjørndalen (Oslovn.)";"BJØRN";"Stor_bil";27154;323549;8,39
2018-10-01;"Bjørndalen (Oslovn.)";"BJØRN";"Ukjent";3920;323549;1,21
2018-10-01;"Bratsbergveien";"BRATS";"Liten_bil";178545;192450;92,77
2018-10-01;"Bratsbergveien";"BRATS";"Stor_bil";12437;192450;6,46
2018-10-01;"Bratsbergveien";"BRATS";"Ukjent";1468;192450;0,76
2018-10-01;"Byåsveien";"BYÅSV";"Liten_bil";294459;312376;94,26
2018-10-01;"Byåsveien";"BYÅSV";"Stor_bil";14827;312376;4,75
2018-10-01;"Byåsveien";"BYÅSV";"Ukjent";3090;312376;0,99
2018-10-01;"Bøckmans veg";"BØCKM";"Liten_bil";165930;170038;97,58
2018-10-01;"Bøckmans veg";"BØCKM";"Stor_bil";3219;170038;1,89
2018-10-01;"Bøckmans veg";"BØCKM";"Ukjent";889;170038;0,52
2018-10-01;"Fv 704 Torgårdsletta";"TORGR";"Liten_bil";205282;252544;81,29
2018-10-01;"Fv 704 Torgårdsletta";"TORGR";"Stor_bil";43783;252544;17,34
2018-10-01;"Fv 704 Torgårdsletta";"TORGR";"Ukjent";3479;252544;1,38
2018-10-01;"Gamle Oslovei";"GAMLE";"Liten_bil";116942;122596;95,39
2018-10-01;"Gamle Oslovei";"GAMLE";"Stor_bil";4884;122596;3,98
2018-10-01;"Gamle Oslovei";"GAMLE";"Ukjent";770;122596;0,63
2018-10-01;"Haakon VII s gt ";"H-VII";"Liten_bil";356380;374006;95,29
2018-10-01;"Haakon VII s gt ";"H-VII";"Stor_bil";12532;374006;3,35
2018-10-01;"Haakon VII s gt ";"H-VII";"Ukjent";5094;374006;1,36
2018-10-01;"Klett - E6";"KLETT-E6";"Liten_bil";620859;714620;86,88
2018-10-01;"Klett - E6";"KLETT-E6";"Stor_bil";85034;714620;11,9
2018-10-01;"Klett - E6";"KLETT-E6";"Ukjent";8727;714620;1,22
2018-10-01;"Klett - Rv.707";"KLETT";"Liten_bil";206974;224242;92,3
2018-10-01;"Klett - Rv.707";"KLETT";"Stor_bil";12935;224242;5,77
2018-10-01;"Klett - Rv.707";"KLETT";"Ukjent";4333;224242;1,93
2018-10-01;"Kroppan bru";"KROP-";"Liten_bil";445921;492031;90,63
2018-10-01;"Kroppan bru";"KROP-";"Stor_bil";43082;492031;8,76
2018-10-01;"Kroppan bru";"KROP-";"Ukjent";3028;492031;0,62
2018-10-01;"Landbruksvegen";"LANDB";"Liten_bil";167381;172887;96,82
2018-10-01;"Landbruksvegen";"LANDB";"Stor_bil";4438;172887;2,57
2018-10-01;"Landbruksvegen";"LANDB";"Ukjent";1068;172887;0,62
2018-10-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Liten_bil";68150;74369;91,64
2018-10-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Stor_bil";5664;74369;7,62
2018-10-01;"Nedre Leirfoss (Fossestuvegen)";"LEIRF";"Ukjent";555;74369;0,75
2018-10-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Liten_bil";340352;352256;96,62
2018-10-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Stor_bil";8865;352256;2,52
2018-10-01;"Nord for Sluppen bru (Tempevn)";"SLUPP";"Ukjent";3039;352256;0,86
2018-10-01;"Ranheim";"RANH-";"Liten_bil";582396;655148;88,9
2018-10-01;"Ranheim";"RANH-";"Stor_bil";62359;655148;9,52
2018-10-01;"Ranheim";"RANH-";"Ukjent";10393;655148;1,59
2018-10-01;"Rv 706 Leangensletta";"Rv706";"Liten_bil";753135;813611;92,57
2018-10-01;"Rv 706 Leangensletta";"Rv706";"Stor_bil";52260;813611;6,42
2018-10-01;"Rv 706 Leangensletta";"Rv706";"Ukjent";8216;813611;1,01
2018-10-01;"Tempeveien";"TEMPE";"Liten_bil";117055;128034;91,42
2018-10-01;"Tempeveien";"TEMPE";"Stor_bil";8576;128034;6,7
2018-10-01;"Tempeveien";"TEMPE";"Ukjent";2403;128034;1,88
2018-10-01;"Thorbjørn Bratts veg";"THBRA";"Liten_bil";402859;427936;94,14
2018-10-01;"Thorbjørn Bratts veg";"THBRA";"Stor_bil";22338;427936;5,22
2018-10-01;"Thorbjørn Bratts veg";"THBRA";"Ukjent";2739;427936;0,64
2018-10-01;"Tillerbrua";"TILLB";"Liten_bil";62993;67350;93,53
2018-10-01;"Tillerbrua";"TILLB";"Stor_bil";2518;67350;3,74
2018-10-01;"Tillerbrua";"TILLB";"Ukjent";1839;67350;2,73
2018-10-01;"Tungasletta";"TUNGA";"Liten_bil";244221;260047;93,91
2018-10-01;"Tungasletta";"TUNGA";"Stor_bil";9621;260047;3,7
2018-10-01;"Tungasletta";"TUNGA";"Ukjent";6205;260047;2,39
2018-10-01;"Være (Gml. E6)";"VÆRE-";"Liten_bil";278996;293323;95,12
2018-10-01;"Være (Gml. E6)";"VÆRE-";"Stor_bil";12363;293323;4,21
2018-10-01;"Være (Gml. E6)";"VÆRE-";"Ukjent";1964;293323;0,67
2018-11-01;"Bjørndalen (Oslovn.)";"BJØRN";"Liten_bil";286337;315181;90,85
